1,2435.56842208,1.28197335892,1.12604507208,0.6052
2,2434.48430896,0.908127851742,0.848913782835,0.7048
3,2430.3303051,0.737931757487,0.811963278055,0.7244
4,2421.92814302,0.61204194146,0.874879440665,0.7038
5,2420.27573609,0.505153099008,0.78512647748,0.7402
6,2413.98632216,0.412755939664,0.671208646894,0.7866
7,2408.30295587,0.337152082466,0.721400734782,0.7804
8,2402.23447013,0.269954078281,0.817508086562,0.768
9,2399.1529541,0.215673855193,0.781892213225,0.7848
10,2395.97482204,0.173624866842,0.840524837375,0.7884
11,2395.87609482,0.139174694202,0.911666232347,0.7742
12,2395.40866899,0.111609961968,0.940311020613,0.7824
13,2395.06886292,0.0916829903379,0.947316044569,0.7808
14,2395.01696706,0.0743597931241,0.960476243496,0.7914
15,2394.74240804,0.0632404932201,1.01172877252,0.7824
16,2395.96980119,0.052450727348,1.04227642417,0.7874
17,2394.92291093,0.042917018356,1.03137210011,0.7916
18,2396.96315098,0.0380326451043,1.05317456424,0.7954
19,2394.35713983,0.0322108149698,1.11523115039,0.7926
20,2394.20895815,0.0267060869661,1.14483530521,0.7848
21,2395.46776986,0.0236828051613,1.17397115529,0.7866
22,2395.28372097,0.0207279265175,1.19454213679,0.786
23,2397.05317688,0.0206830878249,1.14571276903,0.7962
24,2395.35892105,0.0164479116434,1.18396684825,0.794
25,2396.76560402,0.0146211716687,1.26648346186,0.7916
26,2394.83870602,0.0147916875116,1.28428766727,0.7874
27,2397.29516077,0.0139525875721,1.37108883262,0.776
1,2436.7128129,0.518167034187,0.73034491539,0.7524
2,2433.017313,0.4113822725,0.712619405985,0.769
3,2430.22535205,0.356019076631,0.761651840806,0.768
